embosapei, eñevichiï, echuku	<i>GUA:</i> embosape<s>i</s>, eñevichiï, echuku. <i>ESP:</i> acuclillarse. <i>QUE:</i> chukuy (L). <i>AYM:</i> killt'aña. 
eñevichiï, embosapei, echuku	<i>GUA:</i> embosape<s>i</s>, eñevichiï, echuku. <i>ESP:</i> acuclillarse. <i>QUE:</i> chukuy (L). <i>AYM:</i> killt'aña. 
echuku, embosapei, eñevichiï	<i>GUA:</i> embosape<s>i</s>, eñevichiï, echuku. <i>ESP:</i> acuclillarse. <i>QUE:</i> chukuy (L). <i>AYM:</i> killt'aña. 
irape	<i>GUA:</i> <s>i</s>rape. <i>ESP:</i> acueducto. <i>QUE:</i> pincha, witkhu (L). <i>AYM:</i> larq'a. 
ñemometei, maendua	<i>GUA:</i> ñemometei, maendua. <i>ESP:</i> acuerdo. <i>QUE:</i> uyni, uyñiy. <i>AYM:</i> amta. 
maendua, ñemometei	<i>GUA:</i> ñemometei, maendua. <i>ESP:</i> acuerdo. <i>QUE:</i> uyni, uyñiy. <i>AYM:</i> amta. 
ñembovia	<i>GUA:</i> ñembov<s>i</s>a. <i>ESP:</i> adaptación. <i>QUE:</i> tinkurpachiy. <i>AYM:</i> yatisiwi; jichuntawi, awinisiwi. 
mboesïro moikavi	<i>GUA:</i> mboes<s>ï</s>ro moikavi. <i>ESP:</i> adaptación auricular. <i>QUE:</i> kurikulunta tinkurpachiy. <i>AYM:</i> yatiqawi jichunuqtawi, askichkipawi. 
moikavi	<i>GUA:</i> moikavi. <i>ESP:</i> adaptado. <i>QUE:</i> tinkurpachisqa. <i>AYM:</i> askicht'ata. 
ovia	<i>GUA:</i> ov<s>i</s>a. <i>ESP:</i> adaptar. <i>QUE:</i> tinkurpachiy. <i>AYM:</i> yatintaña, jichuntaña, askichkipaña. 
oñembovia	<i>GUA:</i> oñembov<s>i</s>a. <i>ESP:</i> adaptarse. <i>QUE:</i> yachakuy, amañakuy. <i>AYM:</i> yatisiña. 
moikavi	<i>GUA:</i> moikav<s>i</s>. <i>ESP:</i> adecuar. <i>QUE:</i> tinkurpachiy, ch'antallichiy. <i>AYM:</i> askichsuña, askichkipaña. 
moïru	<i>GUA:</i> moïru. <i>ESP:</i> adición. <i>QUE:</i> yapay. <i>AYM:</i> jakhthapiwi. 
ñemoïru	<i>GUA:</i> ñemoïru. <i>ESP:</i> adicionar. <i>QUE:</i> yapay. <i>AYM:</i> jakhthapiña. 
mbaerako	<i>GUA:</i> mbaerako. <i>ESP:</i> adivinanza. <i>QUE:</i> imasmari. <i>AYM:</i> jamusiwi. 
teejäaka, teejäara	<i>GUA:</i> teejäaka, teejäara. <i>ESP:</i> adjetivo. <i>QUE:</i> sutilli. <i>AYM:</i> suti mayjachiri. 
teejäara, teejäaka	<i>GUA:</i> teejäaka, teejäara. <i>ESP:</i> adjetivo. <i>QUE:</i> sutilli. <i>AYM:</i> suti mayjachiri. 
miakañi	<i>GUA:</i> m<s>i</s>akañi. <i>ESP:</i> admiración. <i>QUE:</i> ayaw, añay. <i>AYM:</i> musphawi. 
kuñatai	<i>GUA:</i> kuñatai. <i>ESP:</i> adolescente (mujer). <i>QUE:</i> warma. <i>AYM:</i> tawaqu. 
kunumi	<i>GUA:</i> kunumi. <i>ESP:</i> adolescente (varón). <i>QUE:</i> maqt'a. <i>AYM:</i> maxt'a. 
taiete rami, tayiete rami	<i>GUA:</i> ta<s>i</s>ete rami, tay<s>i</s>ete rami. <i>ESP:</i> adoptar el varón hijo o hija. <i>QUE:</i> churichakuy, ususichakuy (H/L). <i>AYM:</i> katxaruña, uywthapiña. 
tayiete rami, taiete rami	<i>GUA:</i> ta<s>i</s>ete rami, tay<s>i</s>ete rami. <i>ESP:</i> adoptar el varón hijo o hija. <i>QUE:</i> churichakuy, ususichakuy (H/L). <i>AYM:</i> katxaruña, uywthapiña. 
membiete rami	<i>GUA:</i> memb<s>i</s>ete rami. <i>ESP:</i> adoptar la mujer hijo o hija. <i>QUE:</i> wawachakuy (H). 
ñeeapo mborika	<i>GUA:</i> ñeeapo mbor<s>i</s>ka. <i>ESP:</i> adverbio. <i>QUE:</i> rimay tikrachiy, imallichiq. <i>AYM:</i> aruchiri mayjt'ayiri, thijra. 
tovaicho	<i>GUA:</i> tovaicho. <i>ESP:</i> adversario, enemigo. <i>QUE:</i> awqa, jayu. <i>AYM:</i> awqa, awqaru. 
avai	<i>GUA:</i> avai. <i>ESP:</i> adversidad, suceso infeliz. <i>QUE:</i> aquyraki (H), ati (L). <i>AYM:</i> t'aqhisiwi, chiji. 
mbaechaka	<i>GUA:</i> mbaechaka. <i>ESP:</i> afiche. <i>QUE:</i> aphichi. <i>AYM:</i> aphichi. 
aravitu	<i>GUA:</i> arav<s>i</s>tu. <i>ESP:</i> agosto. <i>QUE:</i> chakra yapuy. <i>AYM:</i> llumpaqa, lakani. 
mboati	<i>GUA:</i> mboat<s>i</s>. <i>ESP:</i> agrupar, componer. <i>QUE:</i> qutuchay, tantay. <i>AYM:</i> qutuchaña. 
kësekëse	<i>GUA:</i> kësekëse. <i>ESP:</i> águila andina de color negro. <i>QUE:</i> awankana (L). <i>AYM:</i> paka. 
kësekëse oyaramoguë	<i>GUA:</i> kësekëse oyaramoguë. <i>ESP:</i> aguilucho. <i>QUE:</i> anka mallku. 
añave	<i>GUA:</i> añave. <i>ESP:</i> ahora. <i>QUE:</i> kunan. <i>AYM:</i> jichha. 
ivituvevii	<i>GUA:</i> <s>i</s>v<s>i</s>tuvev<s>i</s>i. <i>ESP:</i> aire. <i>QUE:</i> wayra. <i>AYM:</i> wayra, samana. 
yerovia	<i>GUA:</i> yerovia. <i>ESP:</i> alabanza. <i>QUE:</i> añaynikuy, munayllaniynin (H). <i>AYM:</i> chupichawi. 
mboeteka	<i>GUA:</i> mboeteka. <i>ESP:</i> alabar. <i>QUE:</i> añayniy, munayllaniy (H). <i>AYM:</i> chupichaña. 
tumikärape	<i>GUA:</i> tum<s>i</s>kärape. <i>ESP:</i> alacrán. <i>QUE:</i> sirara (H). <i>AYM:</i> yaq'jiri. 
inimbovera	<i>GUA:</i> inimbovera. <i>ESP:</i> alambre. <i>QUE:</i> q'illay q'aytu. <i>AYM:</i> alamri, jiru ch'ankha. 
ñovatüa	<i>GUA:</i> ñovatüa. <i>ESP:</i> álbum. <i>QUE:</i> alwun. <i>AYM:</i> imawi. 
äriru	<i>GUA:</i> äriru. <i>ESP:</i> álbum fotográfico. <i>QUE:</i> phutu jallch'ana. <i>AYM:</i> julli imawi. 
iviraiya	<i>GUA:</i> <s>i</s>v<s>i</s>raiya. <i>ESP:</i> alcalde. <i>QUE:</i> llaqtakamayuq, llaqta kamachiq. <i>AYM:</i> alkanti. 
iviraiyao	<i>GUA:</i> <s>i</s>v<s>i</s>raiyao. <i>ESP:</i> alcaldía. <i>QUE:</i> alkaltiya. <i>AYM:</i> alkaltiya. 
aguäriete	<i>GUA:</i> aguäriete. <i>ESP:</i> alcohol. <i>QUE:</i> alkula. <i>AYM:</i> alkula. 
yea	<i>GUA:</i> yea. <i>ESP:</i> aleación. <i>QUE:</i> chhapucha, chhapuchay. <i>AYM:</i> mayachawi, qhirqhthapiwi. 
oiparavoiño	<i>GUA:</i> oiparavoiño. <i>ESP:</i> aleatorio (Rel. al juego de azar). <i>QUE:</i> taway. 
yerovia	<i>GUA:</i> yerovia. <i>ESP:</i> alegre. <i>QUE:</i> kusi. <i>AYM:</i> k'uchi, kusisita. 
siri	<i>GUA:</i> s<s>i</s>r<s>i</s>. <i>ESP:</i> alejar. <i>QUE:</i> karunchay (L). <i>AYM:</i> jayachaña. 
esiri	<i>GUA:</i> es<s>i</s>ri. <i>ESP:</i> alejarse. <i>QUE:</i> karunchakuy. <i>AYM:</i> jayst'aña. 
kïrei	<i>GUA:</i> k<s>ï</s>re<s>i</s>. <i>ESP:</i> alentar, animar. <i>QUE:</i> sunquchay. <i>AYM:</i> chuymachaña. 
kuatiati, achengeti	<i>GUA:</i> kuatiat<s>i</s>, achenget<s>i</s>. <i>ESP:</i> alfabeto. <i>QUE:</i> sanampakuna, achachha. <i>AYM:</i> qillqa sara, achajala. 
achengeti, kuatiati	<i>GUA:</i> kuatiat<s>i</s>, achenget<s>i</s>. <i>ESP:</i> alfabeto. <i>QUE:</i> sanampakuna, achachha. <i>AYM:</i> qillqa sara, achajala. 
yepoapoa	<i>GUA:</i> yepoapoa. <i>ESP:</i> algoritmo. <i>QUE:</i> yupay ruway, alwuritmu. <i>AYM:</i> jakhu luraña. 
amoguë reta	<i>GUA:</i> amoguë reta. <i>ESP:</i> algunos. <i>QUE:</i> wakin. <i>AYM:</i> yaqhipa. 
mbaevera	<i>GUA:</i> mbaevera. <i>ESP:</i> alhaja, joya. <i>QUE:</i> piñi (L). 
tembiu	<i>GUA:</i> temb<s>i</s>u. <i>ESP:</i> alimentación. <i>QUE:</i> mikhuy. <i>AYM:</i> manq'awi. 
mboisi	<i>GUA:</i> mbo<s>i</s>s<s>i</s>. <i>ESP:</i> alinear. <i>QUE:</i> sinruchiy, sinruriy. <i>AYM:</i> siqichaña, sinruña. 
ñovatuarenda	<i>GUA:</i> ñovatuarenda. <i>ESP:</i> almacén. <i>QUE:</i> tantana wasi. <i>AYM:</i> tantaña uta, almasina. 
mandiokui	<i>GUA:</i> mandiokui. <i>ESP:</i> almidón. <i>QUE:</i> link'achu. 
pïchai	<i>GUA:</i> pïchai. <i>ESP:</i> almorrana. <i>QUE:</i> uquti suruy. 
itamarangatu	<i>GUA:</i> itamarangatu. <i>ESP:</i> altar. <i>QUE:</i> qhupuyu. <i>AYM:</i> qurpuyu. 
mopau	<i>GUA:</i> mopau. <i>ESP:</i> alternar. <i>QUE:</i> mit'anay. <i>AYM:</i> maykipachaña, turkantaña. 
jeko poravakuakua	<i>GUA:</i> jeko poravakuakua. <i>ESP:</i> alternativa. <i>QUE:</i> mit'anayasqa, mit'anay. 
ivitiipe	<i>GUA:</i> <s>i</s>v<s>i</s>t<s>i</s>ipe. <i>ESP:</i> altiplano. <i>QUE:</i> puna, chiri jallp'a. <i>AYM:</i> suni. 
ivategue	<i>GUA:</i> ivategue. <i>ESP:</i> altitud. <i>QUE:</i> pata tupuy, sayay tupu. <i>AYM:</i> patxa tupu, saya tupu. 
ivate	<i>GUA:</i> <s>i</s>vate. <i>ESP:</i> altura. <i>QUE:</i> sayaynin. <i>AYM:</i> pata, saya. 
sañumi, jierovevii	<i>GUA:</i> sañumi, jierovev<s>i</s>i. <i>ESP:</i> aluminio. <i>QUE:</i> sañumi, aluminiyu. <i>AYM:</i> aluminu. 
jierovevii, sañumi	<i>GUA:</i> sañumi, jierovev<s>i</s>i. <i>ESP:</i> aluminio. <i>QUE:</i> sañumi, aluminiyu. <i>AYM:</i> aluminu. 
yopota	<i>GUA:</i> yopota. <i>ESP:</i> amarse. <i>QUE:</i> munanakuy. <i>AYM:</i> munasiña. 
ara	<i>GUA:</i> ara. <i>ESP:</i> ambiente. <i>QUE:</i> pacha, samay pacha. <i>AYM:</i> pacha. 
aseoräti	<i>GUA:</i> aseoräti. <i>ESP:</i> amígdala. <i>QUE:</i> amuklli (L), amuqllu (P). <i>AYM:</i> amallu, amalluqu, mallq'a. 
ñeirü	<i>GUA:</i> ñeirü. <i>ESP:</i> amigo, compañero. <i>QUE:</i> atillcha, qhuchu masi. <i>AYM:</i> masi. 
yaupa	<i>GUA:</i> yaupa. <i>ESP:</i> amnios, placenta. <i>QUE:</i> llapllawa, thami. <i>AYM:</i> uthapi. 
moapia	<i>GUA:</i> moap<s>i</s>a. <i>ESP:</i> amonestación, aviso. <i>QUE:</i> atiklla (H). <i>AYM:</i> jinchtawi. 
moapia	<i>GUA:</i> moap<s>i</s>a. <i>ESP:</i> amonestar. <i>QUE:</i> atikllay (H), k'amiy. <i>AYM:</i> jinchtaña. 
maesareko, sapöe, tiviro	<i>GUA:</i> maesareko, sapöe, t<s>i</s>v<s>i</s>ro. <i>ESP:</i> analizar. <i>QUE:</i> khuskiy, t'ukuriy. <i>AYM:</i> amuykipaña. 
sapöe, maesareko, tiviro	<i>GUA:</i> maesareko, sapöe, t<s>i</s>v<s>i</s>ro. <i>ESP:</i> analizar. <i>QUE:</i> khuskiy, t'ukuriy. <i>AYM:</i> amuykipaña. 
tiviro, maesareko, sapöe	<i>GUA:</i> maesareko, sapöe, t<s>i</s>v<s>i</s>ro. <i>ESP:</i> analizar. <i>QUE:</i> khuskiy, t'ukuriy. <i>AYM:</i> amuykipaña. 
pïtaave	<i>GUA:</i> p<s>ï</s>taave. <i>ESP:</i> anaranjado. <i>QUE:</i> willapi, aruma. <i>AYM:</i> arumi. 
piguasu	<i>GUA:</i> piguasu. <i>ESP:</i> ancho. <i>QUE:</i> kimray, sakha. <i>AYM:</i> qhanqha, jak'ankha, iwraqa. 
ndechimbuku	<i>GUA:</i> ndechimbuku. <i>ESP:</i> ancianidad. <i>QUE:</i> rukukay. 
ndechi	<i>GUA:</i> ndechi. <i>ESP:</i> anciano. <i>QUE:</i> ruku. <i>AYM:</i> awki, achachi. 
juguiiyu	<i>GUA:</i> jugu<s>i</s>iyu. <i>ESP:</i> anemia. <i>QUE:</i> qasawi. <i>AYM:</i> thuk'a. 
ñemboya	<i>GUA:</i> ñemboya. <i>ESP:</i> anexo. <i>QUE:</i> yapaynin. <i>AYM:</i> yapxatawi. 
kururu reta	<i>GUA:</i> kururu reta. <i>ESP:</i> anfibio. <i>QUE:</i> jamp'atukuna. <i>AYM:</i> jamp'atu. 
kipi	<i>GUA:</i> k<s>i</s>p<s>i</s>. <i>ESP:</i> ángulo. <i>QUE:</i> k'uchu, p'allqa. <i>AYM:</i> k'uchu, churu. 
kipimi	<i>GUA:</i> k<s>i</s>p<s>i</s>mi. <i>ESP:</i> ángulo agudo. <i>QUE:</i> k'ullku k'uchu, wichq'a k'uchu. <i>AYM:</i> k'ullk'u churu. 
kipi peka	<i>GUA:</i> k<s>i</s>p<s>i</s> peka. <i>ESP:</i> ángulo obtuso. <i>QUE:</i> k'aqcha k'uchu, kicha k'uchu. <i>AYM:</i> qhanqha churu. 
kipi simbi	<i>GUA:</i> k<s>i</s>p<s>i</s> s<s>i</s>mbi. <i>ESP:</i> ángulo recto. <i>QUE:</i> chiqan k'uchu. <i>AYM:</i> chiqpa k'uchu. 
ñanaipo	<i>GUA:</i> ñanaipo. <i>ESP:</i> animal del monte. <i>QUE:</i> sallqa. <i>AYM:</i> uri. 
mokirëi	<i>GUA:</i> mok<s>i</s>rëi. <i>ESP:</i> animar, estimular. <i>QUE:</i> sunquchay. <i>AYM:</i> chuymachaña, arxataña. 
oñemokirëi	<i>GUA:</i> oñemok<s>i</s>rë<s>i</s>. <i>ESP:</i> animarse. <i>QUE:</i> sunquchakuy. <i>AYM:</i> chuymachasiña. 
teikua	<i>GUA:</i> teikua. <i>ESP:</i> ano. <i>QUE:</i> uquti. <i>AYM:</i> ch'ina. 
tesairu	<i>GUA:</i> tesa<s>i</s>ru. <i>ESP:</i> anteojo, lentes. <i>QUE:</i> qhispi ñawi (H). <i>AYM:</i> laylachi, qhispillu nayra. 
karamboegue	<i>GUA:</i> karamboegue. <i>ESP:</i> antepasado. <i>QUE:</i> apuski. <i>AYM:</i> ajalli, nayra. 
tenonde	<i>GUA:</i> tenonde. <i>ESP:</i> antes. <i>QUE:</i> ñawpaq. <i>AYM:</i> nayra. 
motenonde	<i>GUA:</i> motenonde. <i>ESP:</i> anticipar. <i>QUE:</i> ñawpachiy, ñawparichiy. <i>AYM:</i> nayrt'aña. 
ñimaguë	<i>GUA:</i> ñimaguë. <i>ESP:</i> antiguo. <i>QUE:</i> ñawpa. <i>AYM:</i> nayra. 
ñeeyovaicho	<i>GUA:</i> ñeeyovaicho. <i>ESP:</i> antónimo. <i>QUE:</i> awqa simi. <i>AYM:</i> awqa aru, awqaru. 
mboai	<i>GUA:</i> mboai. <i>ESP:</i> anular. <i>QUE:</i> siwi ruk'ana. 
räkua	<i>GUA:</i> räkua. <i>ESP:</i> anuncio. <i>QUE:</i> willachiy. <i>AYM:</i> yatiya. 
arasa	<i>GUA:</i> arasa. <i>ESP:</i> año. <i>QUE:</i> wata. <i>AYM:</i> mara. 
arasa piau	<i>GUA:</i> arasa p<s>i</s>au. <i>ESP:</i> año nuevo. <i>QUE:</i> musuq wata. <i>AYM:</i> machaqa mara. 
rete rayi guasu, tugui rape	<i>GUA:</i> rete ray<s>i</s> guasu, tugu<s>i</s> rape. <i>ESP:</i> aorta (arteria). <i>QUE:</i> ch'illan (L). 
tugui rape, rete rayi guasu	<i>GUA:</i> rete ray<s>i</s> guasu, tugu<s>i</s> rape. <i>ESP:</i> aorta (arteria). <i>QUE:</i> ch'illan (L). 
ombopiakatu	<i>GUA:</i> ombop<s>i</s>akatu. <i>ESP:</i> apaciguar. <i>QUE:</i> amachay. <i>AYM:</i> amachaña. 
siri	<i>GUA:</i> s<s>i</s>r<s>i</s>. <i>ESP:</i> apartar. <i>QUE:</i> anchuchiy. <i>AYM:</i> jark'aqaña, yaqhachaña. 
teeyoapi	<i>GUA:</i> teeyoap<s>i</s>. <i>ESP:</i> apellido. <i>QUE:</i> sutiman yapakuq, suti yapa. <i>AYM:</i> uta suti, jatha suti. 
ndoo	<i>GUA:</i> ndoo. <i>ESP:</i> apóstrofo. <i>QUE:</i> t'uqyachiq. <i>AYM:</i> ch'aqa, sich'i. 
yekoka	<i>GUA:</i> yekoka. <i>ESP:</i> apoyar. <i>QUE:</i> q'imiriy. <i>AYM:</i> yanapt'aña, arxataña. 
yoko	<i>GUA:</i> yoko. <i>ESP:</i> apoyo. <i>QUE:</i> q'imiy, yanapaysiy, tukiy. <i>AYM:</i> yanapa, chillpi. 
oaiu, omboete	<i>GUA:</i> oaiu, omboete. <i>ESP:</i> apreciar. <i>QUE:</i> chaninchay. <i>AYM:</i> q'ayachaña, uñjaña. 
omboete, oaiu	<i>GUA:</i> oaiu, omboete. <i>ESP:</i> apreciar. <i>QUE:</i> chaninchay. <i>AYM:</i> q'ayachaña, uñjaña. 
arakuapisi, mboekuakua	<i>GUA:</i> arakuap<s>i</s>s<s>i</s>, mboekuakua. <i>ESP:</i> aprendizaje. <i>QUE:</i> yachaqay. <i>AYM:</i> yatiqawi. 
mboekuakua, arakuapisi	<i>GUA:</i> arakuap<s>i</s>s<s>i</s>, mboekuakua. <i>ESP:</i> aprendizaje. <i>QUE:</i> yachaqay. <i>AYM:</i> yatiqawi. 
yepearo	<i>GUA:</i> yepearo. <i>ESP:</i> aproximar. <i>QUE:</i> qayllachiy, sispachiy, asuy. <i>AYM:</i> jak' jataña, niya jak'jataña. 
ñemoñague, ñana oñemoñangatuvae	<i>GUA:</i> ñemoñague, ñana oñemoñangatuvae. <i>ESP:</i> árbol genealógico. <i>QUE:</i> panaka. <i>AYM:</i> suti saphi. 
ñana oñemoñangatuvae, ñemoñague	<i>GUA:</i> ñemoñague, ñana oñemoñangatuvae. <i>ESP:</i> árbol genealógico. <i>QUE:</i> panaka. <i>AYM:</i> suti saphi. 
pirambojäa	<i>GUA:</i> pirambojäa. <i>ESP:</i> área. <i>QUE:</i> millka. <i>AYM:</i> muyta pamapa, pampa tupu. 
mboromboe arakuapegua	<i>GUA:</i> mboromboe arakuapegua. <i>ESP:</i> área del conocimiento. <i>QUE:</i> yachaykamay. <i>AYM:</i> yatiqawi t'aqa. 
ivikuïti	<i>GUA:</i> <s>i</s>v<s>i</s>kuïti. <i>ESP:</i> arena. <i>QUE:</i> aqu, t'iwu, t'iyu. <i>AYM:</i> laq'a, ch'alla. 
yasuru	<i>GUA:</i> yasuru. <i>ESP:</i> arena movediza. <i>QUE:</i> q'iwa jallp'a. <i>AYM:</i> suchta laq'a. 
namicha	<i>GUA:</i> namicha. <i>ESP:</i> arete. <i>QUE:</i> jalusacha. <i>AYM:</i> aritu. 
ñeemoiru	<i>GUA:</i> ñeemoiru. <i>ESP:</i> argumentar. <i>QUE:</i> amachay, yuyanchachiy. <i>AYM:</i> arxataña. 
ñembojupi	<i>GUA:</i> ñembojupi. <i>ESP:</i> argumento. <i>QUE:</i> yuyancha, amach'a. <i>AYM:</i> qhananchawi, arxatawi. 
jisi	<i>GUA:</i> j<s>i</s>s<s>i</s>. <i>ESP:</i> arista. <i>QUE:</i> tupra. <i>AYM:</i> ari, k'achi. 
ruera	<i>GUA:</i> ruera. <i>ESP:</i> aro, rueda. <i>QUE:</i> tinkullpa. <i>AYM:</i> taniya. 
poru	<i>GUA:</i> poru. <i>ESP:</i> arrendar, alquilar. <i>QUE:</i> arinsay, arintay. <i>AYM:</i> arintaña, jawst'aña. 
poi	<i>GUA:</i> po<s>i</s>. <i>ESP:</i> arroba. <i>QUE:</i> aruwa. <i>AYM:</i> aruwa. 
oguëe iyuru rupi	<i>GUA:</i> oguëe iyuru rupi. <i>ESP:</i> arrojar por la boca, devolver. <i>QUE:</i> aqtuy. <i>AYM:</i> kutiyaña, lansaña. 
tembiporu	<i>GUA:</i> temb<s>i</s>poru. <i>ESP:</i> artefacto. <i>QUE:</i> artiphaqtu. <i>AYM:</i> lurata yä. 
ñeeapoka	<i>GUA:</i> ñeeapoka. <i>ESP:</i> artículo de opinión. <i>QUE:</i> t'ukuriy qillqa. <i>AYM:</i> amuyt'a qillqata yariyawi, qillqa. 
pöraapo	<i>GUA:</i> pöraapo. <i>ESP:</i> artista. <i>QUE:</i> wallpaq. <i>AYM:</i> k'uchirt'ayiri, yäpa luriri. 
oipi ovevii katu ombovava reve	<i>GUA:</i> o<s>i</s>p<s>i</s> ovev<s>i</s>i katu ombovava reve. <i>ESP:</i> asaltar con agilidad y violencia. <i>QUE:</i> kapujay (L). 
yeupi	<i>GUA:</i> yeupi. <i>ESP:</i> ascendente. <i>QUE:</i> wichariq, siq'aq. <i>AYM:</i> jiltawi. 
ivateuka, yeupika	<i>GUA:</i> ivateuka, yeupika. <i>ESP:</i> ascensor. <i>QUE:</i> wicharichiq, siq'achiq. <i>AYM:</i> waykattiri. 
yeupika, ivateuka	<i>GUA:</i> ivateuka, yeupika. <i>ESP:</i> ascensor. <i>QUE:</i> wicharichiq, siq'achiq. <i>AYM:</i> waykattiri. 
oporomboevae imborika	<i>GUA:</i> oporomboevae imbor<s>i</s>ka. <i>ESP:</i> asesor pedagógico. <i>QUE:</i> yachaysiq. <i>AYM:</i> yatintayiri, yanapiri. 
mbiakañi	<i>GUA:</i> mb<s>i</s>akañi. <i>ESP:</i> asombrar. <i>QUE:</i> qamllarquy. <i>AYM:</i> ch'iwichaña. 
äreko	<i>GUA:</i> äreko. <i>ESP:</i> aspirado. <i>QUE:</i> phukusqa. <i>AYM:</i> phusirsalla. 
ara	<i>GUA:</i> ara. <i>ESP:</i> astro. <i>QUE:</i> quyllur (H). <i>AYM:</i> miqala. 
aramaeregua	<i>GUA:</i> aramaeregua. <i>ESP:</i> astronomía. <i>QUE:</i> janaqpachakamay, quyllurkamay. <i>AYM:</i> laqampu sara, miqala sara. 
